income,age,workclass,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country
not_high,27,Private,13,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,United-States
not_high,52,Private,5,Married-spouse-absent,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,0,0,30,China
high,39,Private,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States
not_high,37,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States
not_high,33,Private,9,Divorced,Adm-clerical,Own-child,White,Male,0,0,40,United-States
not_high,46,Private,3,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,45,Italy
not_high,35,Private,8,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,50,United-States
not_high,33,Private,9,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,50,United-States
not_high,48,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
not_high,32,Private,9,Divorced,Machine-op-inspct,Own-child,White,Male,0,0,50,United-States
not_high,20,Private,10,Never-married,Other-service,Own-child,White,Female,0,0,32,United-States
not_high,35,Private,9,Never-married,Transport-moving,Own-child,Asian-Pac-Islander,Male,0,0,60,United-States
not_high,19,Private,9,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,25,United-States
not_high,56,Private,7,Separated,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States
not_high,28,Private,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,16,El-Salvador
not_high,45,Private,9,Divorced,Craft-repair,Unmarried,White,Female,0,0,40,United-States
not_high,32,Private,11,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,45,United-States
not_high,44,Private,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,12,United-States
high,55,Private,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
high,34,Private,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
high,33,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
not_high,36,Private,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,55,United-States
not_high,25,Private,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States
not_high,28,Private,13,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States
not_high,53,Private,6,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Female,0,0,40,Columbia
not_high,49,Self-emp-inc,11,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,60,United-States
not_high,22,Private,9,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,0,0,40,United-States
not_high,31,Private,10,Never-married,Adm-clerical,Other-relative,White,Male,0,0,40,United-States
not_high,44,Self-emp-inc,10,Divorced,Other-service,Unmarried,White,Male,0,0,80,United-States
not_high,19,Private,9,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States
not_high,37,Self-emp-not-inc,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
not_high,23,Private,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,25,United-States
not_high,54,Local-gov,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,35,United-States
not_high,23,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,38,United-States
not_high,21,Private,10,Never-married,Other-service,Own-child,White,Female,0,0,10,United-States
not_high,19,State-gov,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,25,United-States
high,51,Private,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,20,United-States
not_high,19,Self-emp-not-inc,6,Married-spouse-absent,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States
not_high,22,Private,13,Never-married,Sales,Own-child,White,Male,0,0,40,United-States
not_high,22,Private,9,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States
not_high,49,Private,4,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,32,United-States
not_high,35,Private,6,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,50,United-States
not_high,38,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
high,29,Private,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
high,56,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States
not_high,41,Private,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,80,United-States
high,62,Self-emp-inc,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States
not_high,27,Private,9,Never-married,Protective-serv,Own-child,White,Male,0,0,40,Japan
not_high,26,Private,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
not_high,43,Private,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,45,United-States
high,53,Federal-gov,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
not_high,43,Private,13,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States
not_high,56,Private,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,35,United-States
not_high,25,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States
not_high,60,Private,14,Divorced,Prof-specialty,Other-relative,Black,Male,0,0,40,United-States
not_high,28,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
not_high,21,Private,9,Never-married,Machine-op-inspct,Unmarried,White,Male,0,0,40,Mexico
not_high,29,Private,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States
not_high,20,Private,10,Never-married,Craft-repair,Own-child,White,Female,0,0,25,United-States
high,25,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,80,United-States
not_high,18,Private,7,Never-married,Sales,Own-child,White,Female,0,0,10,United-States
not_high,32,State-gov,12,Married-civ-spouse,Other-service,Husband,White,Male,0,0,35,United-States
not_high,27,Private,2,Never-married,Other-service,Own-child,Other,Male,0,0,35,Dominican-Republic
not_high,48,Private,9,Widowed,Machine-op-inspct,Not-in-family,White,Female,0,0,16,United-States
not_high,20,Private,10,Never-married,Sales,Own-child,White,Female,0,0,25,United-States
not_high,55,Private,9,Divorced,Sales,Not-in-family,White,Female,0,0,40,England
high,33,Local-gov,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States
not_high,21,State-gov,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,12,United-States
not_high,43,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,30,United-States
not_high,35,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
high,39,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States
not_high,19,Private,9,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Female,0,0,40,United-States
not_high,25,Private,9,Never-married,Other-service,Not-in-family,Black,Female,0,0,40,United-States
high,44,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,72,United-States
not_high,27,Private,12,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States
high,39,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States
not_high,69,Private,6,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,United-States
not_high,34,Private,13,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,0,0,40,Philippines
not_high,37,Private,3,Separated,Other-service,Unmarried,White,Female,0,0,40,United-States
not_high,43,Local-gov,13,Divorced,Prof-specialty,Own-child,White,Female,0,0,39,United-States
high,34,State-gov,14,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,0,40,United-States
not_high,31,Self-emp-not-inc,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,United-States
not_high,26,Private,9,Divorced,Sales,Unmarried,White,Female,0,0,30,United-States
not_high,39,Private,10,Separated,Other-service,Unmarried,White,Female,0,0,75,United-States
not_high,25,Private,13,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States
not_high,54,Local-gov,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,30,United-States
high,44,State-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States
not_high,21,Self-emp-inc,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States
not_high,33,Private,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States
high,40,Self-emp-inc,12,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States
high,44,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
not_high,33,Local-gov,12,Divorced,Protective-serv,Not-in-family,White,Male,0,0,56,United-States
not_high,21,Local-gov,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States
not_high,35,Self-emp-not-inc,13,Never-married,Other-service,Not-in-family,Black,Female,0,0,60,United-States
not_high,51,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States
not_high,29,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
not_high,51,Local-gov,9,Separated,Protective-serv,Not-in-family,Black,Male,0,0,40,United-States
not_high,35,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
not_high,18,Private,7,Never-married,Sales,Own-child,White,Male,0,0,20,United-States
not_high,58,Private,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States
high,57,Self-emp-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
not_high,19,Private,9,Never-married,Sales,Own-child,White,Female,0,0,20,United-States
not_high,37,Private,10,Separated,Other-service,Unmarried,White,Female,0,0,40,United-States
not_high,38,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,44,United-States
not_high,45,Private,10,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
high,27,Private,10,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,Cambodia
not_high,38,Local-gov,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,72,United-States
not_high,30,Private,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,30,United-States
not_high,46,Private,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States
high,60,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
not_high,30,Private,9,Separated,Transport-moving,Not-in-family,White,Male,0,0,44,United-States
not_high,39,Private,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States
not_high,27,Private,10,Divorced,Adm-clerical,Other-relative,White,Female,0,0,40,United-States
not_high,44,Private,10,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States
not_high,33,Private,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
high,54,Private,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States
not_high,58,Self-emp-not-inc,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,35,United-States
not_high,45,Private,13,Never-married,Transport-moving,Not-in-family,White,Male,0,0,30,United-States
not_high,59,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States
not_high,29,Private,12,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,50,United-States
not_high,27,Private,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States
high,44,Private,14,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,20,United-States
high,44,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
high,33,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,United-States
not_high,27,Private,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States
high,33,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States
not_high,55,Private,11,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States
not_high,32,Self-emp-not-inc,11,Married-civ-spouse,Prof-specialty,Husband,Other,Male,0,0,60,United-States
not_high,31,Private,11,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,45,United-States
high,30,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States
not_high,28,Private,13,Never-married,Sales,Not-in-family,White,Female,0,0,48,United-States
high,29,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
not_high,66,Private,9,Never-married,Other-service,Other-relative,Black,Female,0,0,3,United-States
high,60,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States
not_high,31,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
not_high,24,Private,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,45,United-States
high,29,Private,13,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States
high,44,Private,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,United-States
high,34,Local-gov,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States
not_high,23,Private,13,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Male,0,0,24,United-States
not_high,23,Private,7,Never-married,Other-service,Other-relative,White,Male,0,0,40,Philippines
not_high,55,Local-gov,11,Separated,Prof-specialty,Unmarried,Black,Female,0,0,35,United-States
high,39,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
not_high,39,Private,7,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States
not_high,57,Private,4,Divorced,Transport-moving,Unmarried,White,Male,0,0,75,United-States
not_high,35,Private,9,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States
high,39,Local-gov,11,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,48,United-States
high,47,Private,9,Married-civ-spouse,Sales,Own-child,White,Female,0,0,38,United-States
high,53,State-gov,16,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States
not_high,23,Private,10,Never-married,Sales,Own-child,Black,Male,0,0,25,United-States
high,35,Private,14,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States
not_high,44,Private,10,Divorced,Farming-fishing,Not-in-family,White,Female,0,0,40,United-States
not_high,28,Private,9,Never-married,Other-service,Own-child,White,Female,0,0,25,United-States
not_high,26,Private,13,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,0,0,40,Poland
not_high,23,Private,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States
not_high,32,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,25,Ireland
high,49,Self-emp-inc,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States
not_high,36,Private,9,Divorced,Other-service,Unmarried,White,Female,0,0,36,United-States
high,21,Private,12,Married-civ-spouse,Adm-clerical,Wife,Amer-Indian-Eskimo,Female,0,0,46,United-States
high,54,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
not_high,43,Private,10,Married-spouse-absent,Other-service,Not-in-family,Black,Female,0,0,40,United-States
not_high,35,Local-gov,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
high,31,Private,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States
not_high,46,Private,10,Married-civ-spouse,Craft-repair,Other-relative,Asian-Pac-Islander,Male,0,0,40,India
not_high,46,Private,9,Separated,Sales,Not-in-family,White,Female,0,0,40,United-States
not_high,56,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States
not_high,21,Private,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States
high,51,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
not_high,47,State-gov,10,Divorced,Prof-specialty,Unmarried,White,Male,0,0,20,United-States
not_high,42,Private,3,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,40,Puerto-Rico
not_high,19,Private,10,Never-married,Sales,Own-child,White,Female,0,0,30,United-States
not_high,25,Private,13,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States
high,37,Private,14,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,60,United-States
not_high,35,Private,8,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United-States
not_high,40,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,30,United-States
not_high,57,Self-emp-not-inc,7,Married-civ-spouse,Sales,Husband,White,Male,0,0,15,United-States
high,38,Private,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,United-States
not_high,48,Private,6,Divorced,Sales,Not-in-family,White,Female,0,0,38,United-States
not_high,34,Private,10,Divorced,Other-service,Not-in-family,White,Female,0,0,34,United-States
not_high,46,Federal-gov,10,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States
not_high,45,State-gov,14,Divorced,Protective-serv,Not-in-family,White,Male,0,0,50,United-States
high,32,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
not_high,35,Private,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,48,United-States
not_high,50,Private,11,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States
not_high,25,Private,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States
not_high,41,Private,10,Never-married,Sales,Not-in-family,Black,Male,0,0,33,United-States
not_high,35,Private,9,Never-married,Other-service,Own-child,White,Female,0,0,27,United-States
high,33,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,41,United-States
not_high,37,State-gov,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States
high,56,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
not_high,31,Private,5,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States
not_high,33,Private,9,Separated,Handlers-cleaners,Unmarried,White,Male,0,0,35,Puerto-Rico
not_high,72,Private,2,Divorced,Other-service,Not-in-family,Black,Male,0,0,40,United-States
high,54,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States
not_high,30,Private,13,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States
high,51,Private,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States
not_high,30,Private,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States
not_high,32,Private,10,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,16,United-States
high,30,Private,10,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States
not_high,35,Private,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
high,40,Private,10,Divorced,Adm-clerical,Own-child,White,Female,0,0,44,United-States
not_high,38,State-gov,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States
not_high,19,Private,6,Never-married,Other-service,Other-relative,White,Female,0,0,30,United-States
not_high,32,Private,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,44,United-States
not_high,49,Private,14,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
not_high,60,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States
not_high,60,Private,5,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
high,55,Private,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,80,United-States
not_high,24,Private,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States
high,41,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States
not_high,32,Private,9,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States
not_high,45,Private,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
not_high,59,Private,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States
not_high,31,Private,9,Never-married,Other-service,Own-child,White,Female,0,0,35,United-States
not_high,40,Private,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,37,United-States
high,44,Private,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States
not_high,63,Private,10,Divorced,Sales,Not-in-family,White,Female,0,0,60,United-States
not_high,51,Private,13,Never-married,Adm-clerical,Unmarried,White,Male,0,0,20,United-States
not_high,51,Private,7,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines
not_high,23,Private,9,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States
not_high,49,Private,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,United-States
high,39,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
not_high,30,Self-emp-not-inc,9,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States
not_high,43,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,Germany
not_high,31,Private,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States
not_high,44,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States
high,43,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,30,United-States
high,41,Private,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,46,United-States
high,43,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
high,47,State-gov,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
not_high,46,Private,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
not_high,19,State-gov,10,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States
not_high,19,Private,3,Never-married,Other-service,Not-in-family,White,Male,0,0,50,Guatemala
high,24,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States
not_high,39,Self-emp-inc,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,65,United-States
not_high,37,Private,11,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,30,United-States
not_high,40,Private,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States
not_high,27,Private,12,Never-married,Sales,Own-child,White,Female,0,0,40,United-States
not_high,22,Private,9,Never-married,Adm-clerical,Other-relative,White,Female,0,0,40,United-States
not_high,21,Private,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,12,United-States
not_high,32,Private,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States
not_high,20,Private,9,Separated,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States
high,46,Local-gov,15,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States
not_high,46,Private,11,Divorced,Exec-managerial,Unmarried,White,Female,0,0,45,United-States
not_high,26,Private,10,Never-married,Protective-serv,Not-in-family,White,Male,0,0,44,United-States
not_high,47,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Own-child,White,Male,0,0,60,United-States
not_high,22,Private,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,10,United-States
not_high,34,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States
not_high,49,Private,2,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Portugal
not_high,20,Private,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,25,United-States
not_high,28,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States
not_high,30,Private,7,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States
not_high,23,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
not_high,20,Private,5,Never-married,Priv-house-serv,Own-child,White,Male,0,0,40,Mexico
not_high,31,Private,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,55,Mexico
not_high,46,Private,2,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,Puerto-Rico
not_high,42,Private,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
not_high,60,Self-emp-not-inc,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
not_high,30,Private,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States
not_high,27,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,48,United-States
not_high,20,Private,5,Never-married,Sales,Own-child,White,Female,0,0,32,United-States
high,41,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States
not_high,61,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
high,47,Private,9,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,40,United-States
not_high,33,Private,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States
high,48,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,Canada
high,56,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States
high,57,Self-emp-not-inc,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
not_high,20,Private,10,Never-married,Adm-clerical,Own-child,Other,Female,0,0,40,United-States
not_high,46,Private,11,Divorced,Tech-support,Other-relative,White,Female,0,0,36,United-States
not_high,21,Private,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States
not_high,37,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
not_high,42,Private,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States
not_high,20,Private,9,Never-married,Other-service,Own-child,White,Female,0,0,30,United-States
high,50,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
not_high,49,Federal-gov,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States
not_high,48,Private,12,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States
not_high,24,Private,10,Never-married,Sales,Other-relative,Black,Female,0,0,40,United-States
high,46,Private,14,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines
not_high,42,Private,9,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States
not_high,52,Self-emp-inc,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
not_high,58,Local-gov,12,Widowed,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States
not_high,37,Private,10,Divorced,Tech-support,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,United-States
not_high,34,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
not_high,18,Private,10,Never-married,Adm-clerical,Other-relative,White,Female,0,0,20,United-States
not_high,33,Private,10,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,40,United-States
not_high,41,Private,10,Divorced,Sales,Not-in-family,White,Female,0,0,15,United-States
not_high,21,Private,12,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,United-States
not_high,23,Private,11,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States
not_high,26,Federal-gov,10,Never-married,Tech-support,Own-child,White,Female,0,0,40,United-States
not_high,33,Private,13,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States
not_high,24,Private,10,Never-married,Exec-managerial,Own-child,White,Female,0,0,45,United-States
not_high,43,Private,6,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,42,China
not_high,52,State-gov,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,England
not_high,61,Private,4,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States
not_high,35,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
high,35,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
high,43,Local-gov,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
